Year,Y/M,areaCode,areaName,NHS_B,SC_B,Both_B,dtoc_total
2011,2011_DECEMBER,E10000016,Kent,1602.0,517.0,90.0,2209.0
2011,2011_DECEMBER,E10000017,Lancashire,1542.0,85.0,107.0,1734.0
2011,2011_DECEMBER,E10000018,Leicestershire,595.0,137.0,136.0,868.0
2011,2011_DECEMBER,E10000019,Lincolnshire,957.0,426.0,66.0,1449.0
2011,2011_DECEMBER,E10000020,Norfolk,1178.0,185.0,165.0,1528.0
2011,2011_DECEMBER,E10000021,Northamptonshire,1701.0,123.0,279.0,2103.0
2011,2011_DECEMBER,E10000023,North Yorkshire,730.0,164.0,170.0,1064.0
2011,2011_DECEMBER,E10000024,Nottinghamshire,2493.0,240.0,164.0,2897.0
2011,2011_DECEMBER,E10000025,Oxfordshire,3189.0,1648.0,1132.0,5969.0
2011,2011_DECEMBER,E10000027,Somerset,560.0,189.0,96.0,845.0
2011,2011_DECEMBER,E10000028,Staffordshire,643.0,520.0,277.0,1440.0
2011,2011_DECEMBER,E10000029,Suffolk,818.0,215.0,9.0,1042.0
2011,2011_DECEMBER,E10000030,Surrey,2106.0,693.0,270.0,3069.0
2011,2011_DECEMBER,E10000031,Warwickshire,1122.0,784.0,328.0,2234.0
2011,2011_DECEMBER,E10000032,West Sussex,1686.0,961.0,67.0,2714.0
2011,2011_DECEMBER,E10000034,Worcestershire,696.0,723.0,149.0,1568.0
2011,2011_JULY,E06000001,Hartlepool,132.0,0.0,0.0,132.0
2011,2011_JULY,E06000002,Middlesbrough,463.0,4.0,0.0,467.0
2011,2011_JULY,E06000003,Redcar and Cleveland,484.0,99.0,0.0,583.0
2011,2011_JULY,E06000004,Stockton-on-Tees,179.0,0.0,0.0,179.0
2011,2011_JULY,E06000005,Darlington,296.0,25.0,62.0,383.0
2011,2011_JULY,E06000006,Halton,160.0,32.0,4.0,196.0
2011,2011_JULY,E06000007,Warrington,209.0,99.0,0.0,308.0
2011,2011_JULY,E06000008,Blackburn with Darwen,331.0,0.0,0.0,331.0
2011,2011_JULY,E06000009,Blackpool,104.0,102.0,19.0,225.0
2011,2011_JULY,E06000010,"Kingston upon Hull, City of",866.0,174.0,49.0,1089.0
2011,2011_JULY,E06000011,East Riding of Yorkshire,623.0,73.0,20.0,716.0
2011,2011_JULY,E06000012,North East Lincolnshire,135.0,195.0,66.0,396.0
2011,2011_JULY,E06000013,North Lincolnshire,72.0,15.0,3.0,90.0
2011,2011_JULY,E06000014,York,716.0,146.0,0.0,862.0
2011,2011_JULY,E06000015,Derby,477.0,49.0,0.0,526.0
2011,2011_JULY,E06000016,Leicester,365.0,44.0,151.0,560.0
2011,2011_JULY,E06000017,Rutland,61.0,0.0,0.0,61.0
2011,2011_JULY,E06000018,Nottingham,800.0,559.0,69.0,1428.0
2011,2011_JULY,E06000019,"Herefordshire, County of",381.0,224.0,8.0,613.0
2011,2011_JULY,E06000020,Telford and Wrekin,89.0,0.0,0.0,89.0
2011,2011_JULY,E06000021,Stoke-on-Trent,608.0,197.0,141.0,946.0
2011,2011_JULY,E06000022,Bath and North East Somerset,205.0,77.0,0.0,282.0
2011,2011_JULY,E06000023,"Bristol, City of",802.0,166.0,0.0,968.0
2011,2011_JULY,E06000024,North Somerset,152.0,18.0,0.0,170.0
2011,2011_JULY,E06000025,South Gloucestershire,229.0,206.0,5.0,440.0
2011,2011_JULY,E06000026,Plymouth,249.0,90.0,107.0,446.0
2011,2011_JULY,E06000027,Torbay,14.0,0.0,0.0,14.0
2011,2011_JULY,E06000030,Swindon,1232.0,152.0,3.0,1387.0
2011,2011_JULY,E06000031,Peterborough,134.0,57.0,0.0,191.0
2011,2011_JULY,E06000032,Luton,346.0,109.0,0.0,455.0
2011,2011_JULY,E06000033,Southend-on-Sea,79.0,303.0,0.0,382.0
2011,2011_JULY,E06000034,Thurrock,169.0,30.0,0.0,199.0
2011,2011_JULY,E06000035,Medway,181.0,53.0,12.0,246.0
2011,2011_JULY,E06000036,Bracknell Forest,18.0,31.0,0.0,49.0
2011,2011_JULY,E06000037,West Berkshire,45.0,465.0,54.0,564.0
2011,2011_JULY,E06000038,Reading,132.0,214.0,0.0,346.0
2011,2011_JULY,E06000039,Slough,141.0,4.0,0.0,145.0
2011,2011_JULY,E06000040,Windsor and Maidenhead,99.0,63.0,2.0,164.0
2011,2011_JULY,E06000041,Wokingham,12.0,138.0,0.0,150.0
2011,2011_JULY,E06000042,Milton Keynes,224.0,88.0,25.0,337.0
2011,2011_JULY,E06000043,Brighton and Hove,342.0,121.0,0.0,463.0
2011,2011_JULY,E06000044,Portsmouth,58.0,21.0,7.0,86.0
2011,2011_JULY,E06000045,Southampton,502.0,131.0,0.0,633.0
2011,2011_JULY,E06000046,Isle of Wight,0.0,0.0,0.0,0.0
2011,2011_JULY,E06000047,County Durham,153.0,35.0,32.0,220.0
2011,2011_JULY,E06000049,Cheshire East,648.0,7.0,16.0,671.0
2011,2011_JULY,E06000050,Cheshire West and Chester,342.0,12.0,0.0,354.0
2011,2011_JULY,E06000051,Shropshire,112.0,119.0,4.0,235.0
2011,2011_JULY,E06000052,Cornwall,1140.0,596.0,299.0,2035.0
2011,2011_JULY,E06000054,Wiltshire,259.0,1259.0,14.0,1532.0
2011,2011_JULY,E06000055,Bedford,224.0,5.0,0.0,229.0
2011,2011_JULY,E06000056,Central Bedfordshire,188.0,81.0,36.0,305.0
2011,2011_JULY,E06000057,Northumberland,97.0,241.0,0.0,338.0
2011,2011_JULY,E06000058,"BOURNEMOUTH, CHRISTCHURCH AND POOLE",652.0,532.0,0.0,1184.0
2011,2011_JULY,E06000059,Dorset,782.0,871.0,21.0,1674.0
2011,2011_JULY,E06000060,Buckinghamshire,832.0,474.0,12.0,1318.0
2011,2011_JULY,E08000001,Bolton,755.0,47.0,5.0,807.0
2011,2011_JULY,E08000002,Bury,134.0,26.0,0.0,160.0
2011,2011_JULY,E08000003,Manchester,505.0,402.0,21.0,928.0
2011,2011_JULY,E08000004,Oldham,200.0,0.0,0.0,200.0
2011,2011_JULY,E08000005,Rochdale,428.0,4.0,0.0,432.0
2011,2011_JULY,E08000006,Salford,341.0,65.0,0.0,406.0
2011,2011_JULY,E08000007,Stockport,561.0,5.0,5.0,571.0
2011,2011_JULY,E08000008,Tameside,33.0,18.0,0.0,51.0
2011,2011_JULY,E08000009,Trafford,139.0,443.0,4.0,586.0
2011,2011_JULY,E08000010,Wigan,425.0,25.0,0.0,450.0
2011,2011_JULY,E08000011,Knowsley,70.0,79.0,0.0,149.0
2011,2011_JULY,E08000012,Liverpool,154.0,536.0,51.0,741.0
2011,2011_JULY,E08000013,St. Helens,137.0,152.0,0.0,289.0
2011,2011_JULY,E08000014,Sefton,208.0,45.0,10.0,263.0
2011,2011_JULY,E08000015,Wirral,76.0,24.0,37.0,137.0
2011,2011_JULY,E08000016,Barnsley,64.0,22.0,0.0,86.0
2011,2011_JULY,E08000017,Doncaster,894.0,358.0,264.0,1516.0
2011,2011_JULY,E08000018,Rotherham,183.0,22.0,35.0,240.0
2011,2011_JULY,E08000019,Sheffield,185.0,269.0,46.0,500.0
2011,2011_JULY,E08000021,Newcastle upon Tyne,391.0,165.0,257.0,813.0
2011,2011_JULY,E08000022,North Tyneside,132.0,7.0,25.0,164.0
2011,2011_JULY,E08000023,South Tyneside,69.0,31.0,48.0,148.0
2011,2011_JULY,E08000024,Sunderland,434.0,542.0,74.0,1050.0
2011,2011_JULY,E08000025,Birmingham,1564.0,2903.0,126.0,4593.0
2011,2011_JULY,E08000026,Coventry,949.0,574.0,164.0,1687.0
2011,2011_JULY,E08000027,Dudley,149.0,564.0,0.0,713.0
2011,2011_JULY,E08000028,Sandwell,549.0,1536.0,60.0,2145.0
2011,2011_JULY,E08000029,Solihull,341.0,300.0,0.0,641.0
2011,2011_JULY,E08000030,Walsall,216.0,422.0,66.0,704.0
2011,2011_JULY,E08000031,Wolverhampton,315.0,300.0,124.0,739.0
2011,2011_JULY,E08000032,Bradford,166.0,133.0,86.0,385.0
2011,2011_JULY,E08000033,Calderdale,7.0,31.0,62.0,100.0
2011,2011_JULY,E08000034,Kirklees,276.0,50.0,31.0,357.0
2011,2011_JULY,E08000035,Leeds,1658.0,635.0,37.0,2330.0
2011,2011_JULY,E08000036,Wakefield,541.0,138.0,67.0,746.0
2011,2011_JULY,E08000037,Gateshead,112.0,38.0,0.0,150.0
2011,2011_JULY,E09000001,City of London,32.0,7.0,0.0,39.0
2011,2011_JULY,E09000002,Barking and Dagenham,220.0,172.0,305.0,697.0
2011,2011_JULY,E09000003,Barnet,198.0,189.0,29.0,416.0
2011,2011_JULY,E09000004,Bexley,192.0,142.0,0.0,334.0
2011,2011_JULY,E09000005,Brent,276.0,309.0,41.0,626.0
2011,2011_JULY,E09000006,Bromley,158.0,10.0,7.0,175.0
2011,2011_JULY,E09000007,Camden,33.0,0.0,0.0,33.0
2011,2011_JULY,E09000008,Croydon,66.0,122.0,31.0,219.0
2011,2011_JULY,E09000009,Ealing,417.0,240.0,62.0,719.0
2011,2011_JULY,E09000010,Enfield,194.0,56.0,0.0,250.0
2011,2011_JULY,E09000011,Greenwich,209.0,62.0,0.0,271.0
2011,2011_JULY,E09000012,Hackney,74.0,152.0,5.0,231.0
2011,2011_JULY,E09000013,Hammersmith and Fulham,283.0,52.0,0.0,335.0
2011,2011_JULY,E09000014,Haringey,215.0,166.0,0.0,381.0
2011,2011_JULY,E09000015,Harrow,294.0,38.0,0.0,332.0
2011,2011_JULY,E09000016,Havering,415.0,134.0,135.0,684.0
2011,2011_JULY,E09000017,Hillingdon,268.0,259.0,5.0,532.0
2011,2011_JULY,E09000018,Hounslow,262.0,65.0,0.0,327.0
2011,2011_JULY,E09000019,Islington,95.0,38.0,0.0,133.0
2011,2011_JULY,E09000020,Kensington and Chelsea,132.0,36.0,31.0,199.0
2011,2011_JULY,E09000021,Kingston upon Thames,106.0,92.0,0.0,198.0
2011,2011_JULY,E09000022,Lambeth,162.0,220.0,62.0,444.0
2011,2011_JULY,E09000023,Lewisham,47.0,57.0,0.0,104.0
2011,2011_JULY,E09000024,Merton,63.0,6.0,4.0,73.0
2011,2011_JULY,E09000025,Newham,333.0,314.0,7.0,654.0
2011,2011_JULY,E09000026,Redbridge,251.0,98.0,122.0,471.0
2011,2011_JULY,E09000027,Richmond upon Thames,69.0,39.0,14.0,122.0
2011,2011_JULY,E09000028,Southwark,209.0,40.0,62.0,311.0
2011,2011_JULY,E09000029,Sutton,89.0,250.0,18.0,357.0
2011,2011_JULY,E09000030,Tower Hamlets,424.0,216.0,31.0,671.0
2011,2011_JULY,E09000031,Waltham Forest,140.0,128.0,0.0,268.0
2011,2011_JULY,E09000032,Wandsworth,232.0,315.0,65.0,612.0
2011,2011_JULY,E09000033,Westminster,176.0,27.0,0.0,203.0
2011,2011_JULY,E10000003,Cambridgeshire,801.0,952.0,84.0,1837.0
2011,2011_JULY,E10000006,Cumbria,883.0,294.0,265.0,1442.0
2011,2011_JULY,E10000007,Derbyshire,1514.0,556.0,113.0,2183.0
2011,2011_JULY,E10000008,Devon,1589.0,917.0,0.0,2506.0
2011,2011_JULY,E10000011,East Sussex,1062.0,380.0,0.0,1442.0
2011,2011_JULY,E10000012,Essex,1601.0,271.0,24.0,1896.0
2011,2011_JULY,E10000013,Gloucestershire,790.0,302.0,117.0,1209.0
2011,2011_JULY,E10000014,Hampshire,755.0,733.0,723.0,2211.0
2011,2011_JULY,E10000015,Hertfordshire,1426.0,1614.0,3.0,3043.0
2011,2011_JULY,E10000016,Kent,1996.0,678.0,94.0,2768.0
2011,2011_JULY,E10000017,Lancashire,2015.0,72.0,59.0,2146.0
2011,2011_JULY,E10000018,Leicestershire,643.0,99.0,170.0,912.0
2011,2011_JULY,E10000019,Lincolnshire,835.0,547.0,310.0,1692.0
2011,2011_JULY,E10000020,Norfolk,799.0,189.0,27.0,1015.0
2011,2011_JULY,E10000021,Northamptonshire,1101.0,88.0,154.0,1343.0
2011,2011_JULY,E10000023,North Yorkshire,803.0,134.0,122.0,1059.0
2011,2011_JULY,E10000024,Nottinghamshire,2550.0,572.0,194.0,3316.0
2011,2011_JULY,E10000025,Oxfordshire,1812.0,1229.0,1155.0,4196.0
2011,2011_JULY,E10000027,Somerset,961.0,212.0,97.0,1270.0
2011,2011_JULY,E10000028,Staffordshire,911.0,668.0,278.0,1857.0
2011,2011_JULY,E10000029,Suffolk,610.0,537.0,15.0,1162.0
2011,2011_JULY,E10000030,Surrey,1744.0,751.0,293.0,2788.0
2011,2011_JULY,E10000031,Warwickshire,1104.0,657.0,123.0,1884.0
2011,2011_JULY,E10000032,West Sussex,1950.0,867.0,56.0,2873.0
2011,2011_JULY,E10000034,Worcestershire,536.0,726.0,184.0,1446.0
2011,2011_JUNE,E06000001,Hartlepool,65.0,14.0,0.0,79.0
2011,2011_JUNE,E06000002,Middlesbrough,438.0,10.0,0.0,448.0
2011,2011_JUNE,E06000003,Redcar and Cleveland,381.0,28.0,0.0,409.0
2011,2011_JUNE,E06000004,Stockton-on-Tees,126.0,0.0,0.0,126.0
2011,2011_JUNE,E06000005,Darlington,409.0,22.0,30.0,461.0
2011,2011_JUNE,E06000006,Halton,162.0,0.0,0.0,162.0
2011,2011_JUNE,E06000007,Warrington,148.0,0.0,0.0,148.0
2011,2011_JUNE,E06000008,Blackburn with Darwen,381.0,0.0,0.0,381.0
2011,2011_JUNE,E06000009,Blackpool,93.0,92.0,16.0,201.0
2011,2011_JUNE,E06000010,"Kingston upon Hull, City of",897.0,134.0,91.0,1122.0
2011,2011_JUNE,E06000011,East Riding of Yorkshire,572.0,87.0,15.0,674.0
2011,2011_JUNE,E06000012,North East Lincolnshire,102.0,99.0,49.0,250.0
2011,2011_JUNE,E06000013,North Lincolnshire,59.0,7.0,10.0,76.0
2011,2011_JUNE,E06000014,York,743.0,217.0,0.0,960.0
2011,2011_JUNE,E06000015,Derby,309.0,0.0,0.0,309.0
2011,2011_JUNE,E06000016,Leicester,331.0,36.0,209.0,576.0
2011,2011_JUNE,E06000017,Rutland,49.0,0.0,0.0,49.0
2011,2011_JUNE,E06000018,Nottingham,825.0,406.0,60.0,1291.0
2011,2011_JUNE,E06000019,"Herefordshire, County of",229.0,122.0,0.0,351.0
2011,2011_JUNE,E06000020,Telford and Wrekin,328.0,61.0,0.0,389.0
2011,2011_JUNE,E06000021,Stoke-on-Trent,698.0,82.0,53.0,833.0
2011,2011_JUNE,E06000022,Bath and North East Somerset,156.0,33.0,0.0,189.0
2011,2011_JUNE,E06000023,"Bristol, City of",829.0,168.0,2.0,999.0
2011,2011_JUNE,E06000024,North Somerset,239.0,30.0,0.0,269.0
2011,2011_JUNE,E06000025,South Gloucestershire,465.0,257.0,3.0,725.0
2011,2011_JUNE,E06000026,Plymouth,179.0,50.0,147.0,376.0
2011,2011_JUNE,E06000027,Torbay,74.0,5.0,0.0,79.0
2011,2011_JUNE,E06000030,Swindon,774.0,147.0,15.0,936.0
2011,2011_JUNE,E06000031,Peterborough,113.0,77.0,0.0,190.0
2011,2011_JUNE,E06000032,Luton,286.0,104.0,45.0,435.0
2011,2011_JUNE,E06000033,Southend-on-Sea,58.0,211.0,0.0,269.0
2011,2011_JUNE,E06000034,Thurrock,134.0,39.0,0.0,173.0
2011,2011_JUNE,E06000035,Medway,216.0,36.0,0.0,252.0
2011,2011_JUNE,E06000036,Bracknell Forest,2.0,30.0,0.0,32.0
2011,2011_JUNE,E06000037,West Berkshire,70.0,350.0,53.0,473.0
2011,2011_JUNE,E06000038,Reading,91.0,147.0,0.0,238.0
2011,2011_JUNE,E06000039,Slough,145.0,8.0,0.0,153.0
2011,2011_JUNE,E06000040,Windsor and Maidenhead,112.0,68.0,0.0,180.0
2011,2011_JUNE,E06000041,Wokingham,23.0,44.0,23.0,90.0
2011,2011_JUNE,E06000042,Milton Keynes,211.0,174.0,0.0,385.0
2011,2011_JUNE,E06000043,Brighton and Hove,547.0,175.0,0.0,722.0
2011,2011_JUNE,E06000044,Portsmouth,110.0,14.0,35.0,159.0
2011,2011_JUNE,E06000045,Southampton,426.0,93.0,8.0,527.0
2011,2011_JUNE,E06000046,Isle of Wight,3.0,0.0,0.0,3.0
2011,2011_JUNE,E06000047,County Durham,74.0,93.0,60.0,227.0
2011,2011_JUNE,E06000049,Cheshire East,762.0,0.0,0.0,762.0
2011,2011_JUNE,E06000050,Cheshire West and Chester,228.0,62.0,0.0,290.0
2011,2011_JUNE,E06000051,Shropshire,184.0,248.0,14.0,446.0
2011,2011_JUNE,E06000052,Cornwall,1251.0,434.0,404.0,2089.0
2011,2011_JUNE,E06000054,Wiltshire,225.0,1746.0,7.0,1978.0
2011,2011_JUNE,E06000055,Bedford,95.0,0.0,0.0,95.0
2011,2011_JUNE,E06000056,Central Bedfordshire,350.0,105.0,20.0,475.0
2011,2011_JUNE,E06000057,Northumberland,129.0,152.0,5.0,286.0
2011,2011_JUNE,E06000058,"BOURNEMOUTH, CHRISTCHURCH AND POOLE",575.0,616.0,0.0,1191.0
2011,2011_JUNE,E06000059,Dorset,994.0,829.0,24.0,1847.0
2011,2011_JUNE,E06000060,Buckinghamshire,860.0,307.0,0.0,1167.0
2011,2011_JUNE,E08000001,Bolton,325.0,194.0,39.0,558.0
2011,2011_JUNE,E08000002,Bury,121.0,82.0,0.0,203.0
2011,2011_JUNE,E08000003,Manchester,503.0,455.0,68.0,1026.0
2011,2011_JUNE,E08000004,Oldham,157.0,0.0,0.0,157.0
2011,2011_JUNE,E08000005,Rochdale,437.0,20.0,0.0,457.0
2011,2011_JUNE,E08000006,Salford,251.0,109.0,0.0,360.0
2011,2011_JUNE,E08000007,Stockport,531.0,12.0,4.0,547.0
2011,2011_JUNE,E08000008,Tameside,0.0,0.0,0.0,0.0
2011,2011_JUNE,E08000009,Trafford,195.0,344.0,32.0,571.0
2011,2011_JUNE,E08000010,Wigan,474.0,121.0,0.0,595.0
2011,2011_JUNE,E08000011,Knowsley,141.0,76.0,0.0,217.0
2011,2011_JUNE,E08000012,Liverpool,301.0,455.0,55.0,811.0
2011,2011_JUNE,E08000013,St. Helens,145.0,98.0,9.0,252.0
2011,2011_JUNE,E08000014,Sefton,86.0,32.0,20.0,138.0
2011,2011_JUNE,E08000015,Wirral,104.0,25.0,60.0,189.0
2011,2011_JUNE,E08000016,Barnsley,88.0,18.0,0.0,106.0
2011,2011_JUNE,E08000017,Doncaster,747.0,289.0,461.0,1497.0
2011,2011_JUNE,E08000018,Rotherham,258.0,171.0,13.0,442.0
2011,2011_JUNE,E08000019,Sheffield,186.0,206.0,25.0,417.0
2011,2011_JUNE,E08000021,Newcastle upon Tyne,463.0,316.0,73.0,852.0
2011,2011_JUNE,E08000022,North Tyneside,90.0,70.0,6.0,166.0
2011,2011_JUNE,E08000023,South Tyneside,104.0,30.0,36.0,170.0
2011,2011_JUNE,E08000024,Sunderland,311.0,387.0,123.0,821.0
2011,2011_JUNE,E08000025,Birmingham,1473.0,2940.0,228.0,4641.0
2011,2011_JUNE,E08000026,Coventry,960.0,489.0,154.0,1603.0
2011,2011_JUNE,E08000027,Dudley,158.0,451.0,36.0,645.0
2011,2011_JUNE,E08000028,Sandwell,407.0,1404.0,177.0,1988.0
2011,2011_JUNE,E08000029,Solihull,416.0,242.0,0.0,658.0
2011,2011_JUNE,E08000030,Walsall,270.0,318.0,44.0,632.0
2011,2011_JUNE,E08000031,Wolverhampton,458.0,113.0,134.0,705.0
2011,2011_JUNE,E08000032,Bradford,208.0,60.0,138.0,406.0
2011,2011_JUNE,E08000033,Calderdale,34.0,91.0,27.0,152.0
2011,2011_JUNE,E08000034,Kirklees,225.0,8.0,44.0,277.0
2011,2011_JUNE,E08000035,Leeds,1088.0,552.0,34.0,1674.0
2011,2011_JUNE,E08000036,Wakefield,523.0,36.0,60.0,619.0
2011,2011_JUNE,E08000037,Gateshead,136.0,98.0,0.0,234.0
2011,2011_JUNE,E09000001,City of London,31.0,36.0,0.0,67.0
2011,2011_JUNE,E09000002,Barking and Dagenham,298.0,146.0,190.0,634.0
2011,2011_JUNE,E09000003,Barnet,346.0,111.0,0.0,457.0
2011,2011_JUNE,E09000004,Bexley,351.0,21.0,0.0,372.0
2011,2011_JUNE,E09000005,Brent,218.0,248.0,121.0,587.0
2011,2011_JUNE,E09000006,Bromley,207.0,51.0,0.0,258.0
2011,2011_JUNE,E09000007,Camden,3.0,16.0,0.0,19.0
2011,2011_JUNE,E09000008,Croydon,58.0,113.0,24.0,195.0
2011,2011_JUNE,E09000009,Ealing,507.0,279.0,60.0,846.0
2011,2011_JUNE,E09000010,Enfield,237.0,67.0,0.0,304.0
2011,2011_JUNE,E09000011,Greenwich,200.0,83.0,0.0,283.0
2011,2011_JUNE,E09000012,Hackney,65.0,133.0,31.0,229.0
2011,2011_JUNE,E09000013,Hammersmith and Fulham,271.0,44.0,0.0,315.0
2011,2011_JUNE,E09000014,Haringey,155.0,209.0,0.0,364.0
2011,2011_JUNE,E09000015,Harrow,196.0,84.0,0.0,280.0
2011,2011_JUNE,E09000016,Havering,369.0,112.0,148.0,629.0
2011,2011_JUNE,E09000017,Hillingdon,317.0,295.0,0.0,612.0
2011,2011_JUNE,E09000018,Hounslow,251.0,56.0,2.0,309.0
2011,2011_JUNE,E09000019,Islington,24.0,25.0,0.0,49.0
2011,2011_JUNE,E09000020,Kensington and Chelsea,119.0,14.0,30.0,163.0
2011,2011_JUNE,E09000021,Kingston upon Thames,84.0,63.0,0.0,147.0
2011,2011_JUNE,E09000022,Lambeth,169.0,148.0,18.0,335.0
2011,2011_JUNE,E09000023,Lewisham,86.0,37.0,27.0,150.0
2011,2011_JUNE,E09000024,Merton,101.0,18.0,30.0,149.0
2011,2011_JUNE,E09000025,Newham,366.0,283.0,0.0,649.0
2011,2011_JUNE,E09000026,Redbridge,200.0,78.0,136.0,414.0
2011,2011_JUNE,E09000027,Richmond upon Thames,108.0,7.0,0.0,115.0
2011,2011_JUNE,E09000028,Southwark,191.0,60.0,0.0,251.0
2011,2011_JUNE,E09000029,Sutton,107.0,195.0,32.0,334.0
2011,2011_JUNE,E09000030,Tower Hamlets,370.0,264.0,31.0,665.0
2011,2011_JUNE,E09000031,Waltham Forest,149.0,140.0,0.0,289.0
2011,2011_JUNE,E09000032,Wandsworth,199.0,258.0,21.0,478.0
2011,2011_JUNE,E09000033,Westminster,106.0,63.0,0.0,169.0
2011,2011_JUNE,E10000003,Cambridgeshire,1191.0,1084.0,21.0,2296.0
2011,2011_JUNE,E10000006,Cumbria,1005.0,348.0,107.0,1460.0
2011,2011_JUNE,E10000007,Derbyshire,1388.0,952.0,95.0,2435.0
2011,2011_JUNE,E10000008,Devon,1947.0,608.0,48.0,2603.0
2011,2011_JUNE,E10000011,East Sussex,1028.0,464.0,3.0,1495.0
2011,2011_JUNE,E10000012,Essex,1635.0,510.0,15.0,2160.0
2011,2011_JUNE,E10000013,Gloucestershire,2346.0,563.0,7.0,2916.0
2011,2011_JUNE,E10000014,Hampshire,755.0,719.0,587.0,2061.0
2011,2011_JUNE,E10000015,Hertfordshire,1643.0,1563.0,37.0,3243.0
2011,2011_JUNE,E10000016,Kent,1675.0,636.0,80.0,2391.0
2011,2011_JUNE,E10000017,Lancashire,2466.0,138.0,8.0,2612.0
2011,2011_JUNE,E10000018,Leicestershire,839.0,93.0,189.0,1121.0
2011,2011_JUNE,E10000019,Lincolnshire,1147.0,458.0,211.0,1816.0
2011,2011_JUNE,E10000020,Norfolk,824.0,92.0,12.0,928.0
2011,2011_JUNE,E10000021,Northamptonshire,1135.0,91.0,182.0,1408.0
